utterance,intent,word_count,language,framework,error_type,language.1,framework.1,error_type.1,language.2,framework.2,error_type.2,language.3,framework.3,error_type.3,language.4,framework.4,error_type.4,processed,label
um so i have a bunch of projects and i want to create a monorepo setup with a shared library to simplify dependencies and stuff,scaffold,25,,,,,,,,,,,,,,,,bunch project want create monorepo setup share library simplify dependency stuff,4
okay so like i have all these projects and i want to create a monorepo setup with a shared component library but i dont know where to start or what tools to use,scaffold,33,,,,,,,,,,,,,,,,project want create monorepo setup share component library dont know where start what tool use,4
i mean i know i want to create a monorepo setup with a shared library but like how do i even start with that and what are the best practices and tools to use with express and jetpack compose,scaffold,39,,express,,,express,,,express,,,express,,,express,,mean know want create monorepo setup share library how even start what best practice tool use express jetpack compose,4
initialise a fastapi project with postgresql and alembic,scaffold,8,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,initialise fastapi project postgresql alembic,4
start fastapi project with postgres,scaffold,5,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,start fastapi project postgres,4
create fastapi project with postgres and alembic,scaffold,7,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,create fastapi project postgres alembic,4
setup fastapi with postgres,scaffold,4,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,setup fastapi postgres,4
i need to set up a fastapi project with postgresql and alembic for my new app,scaffold,16,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,need set fastapi project postgresql alembic new app,4
can you help me create a fastapi project with postgres and alembic for database migration,scaffold,15,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,help create fastapi project postgres alembic database migration,4
how do i initialise a fastapi project using postgresql and alembic for my backend,scaffold,14,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,how initialise fastapi project use postgresql alembic backend,4
okay so i want to start a new project with fastapi and postgresql and use alembic for migrations,scaffold,18,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,want start new project fastapi postgresql use alembic migration,4
so like i have this idea for a new project and i want to use fastapi with postgres and alembic,scaffold,20,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,idea new project want use fastapi postgres alembic,4
um i think i need to create a new fastapi project with postgresql and use alembic to manage my database schema,scaffold,21,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,think need create new fastapi project postgresql use alembic manage database schema,4
i am trying to set up a new project with fastapi and postgres but i also want to use alembic for migrations and maybe even use nextjs for the frontend,scaffold,30,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,try set new project fastapi postgres also want use alembic migration maybe even use nextjs frontend,4
so basically i want to start a new fastapi project and use postgresql as my database and also use alembic to manage my database migrations and maybe use grafana for monitoring,scaffold,31,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,want start new fastapi project use postgresql database also use alembic manage database migration maybe use grafana monitoring,4
i mean i know i can use jetpack compose for android but for my backend i want to use fastapi with postgres and alembic and maybe even use nextjs for the web interface,scaffold,33,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,mean know use jetpack compose android backend want use fastapi postgres alembic maybe even use nextjs web interface,4
okay so like i am trying to figure out how to set up a new project with fastapi and postgres and alembic and i am also thinking about using nextjs for the frontend and maybe even grafana for monitoring,scaffold,39,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,try figure how set new project fastapi postgres alembic also think use nextjs frontend maybe even grafana monitoring,4
i dont know man like i am trying to start a new project and i want to use fastapi and postgres and alembic but i am also thinking about using nextjs and grafana and jetpack compose and i dont know how to make it all work together,scaffold,47,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,dont know man try start new project want use fastapi postgres alembic also think use nextjs grafana jetpack compose dont know how make work together,4
set up a new data science project with jupyter and conda,scaffold,11,,,,,,,,,,,,,,,,set new data science project jupyter conda,4
set up jupyter,scaffold,3,,,,,,,,,,,,,,,,set jupyter,4
create new project with conda,scaffold,5,,,,,,,,,,,,,,,,create new project conda,4
start data science project,scaffold,4,,,,,,,,,,,,,,,,start data science project,4
i need to set up a new data science project with jupyter and conda,scaffold,14,,,,,,,,,,,,,,,,need set new data science project jupyter conda,4
can you help me create a new data science project using jupyter and conda,scaffold,14,,,,,,,,,,,,,,,,help create new data science project use jupyter conda,4
i want to start a new project with jupyter and conda and maybe use fastapi,scaffold,15,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,want start new project jupyter conda maybe use fastapi,4
set up a new data science project with jupyter conda and grafana,scaffold,12,,grafana,,,grafana,,,grafana,,,,,,,,set new data science project jupyter conda grafana,4
okay so i need to create a new data science project with jupyter and conda and also use flutter,scaffold,19,,flutter,,,flutter,,,flutter,,,flutter,,,flutter,,need create new data science project jupyter conda also use flutter,4
i am trying to set up a new data science project with jupyter and conda but i dont know where to start,scaffold,22,,,,,,,,,,,,,,,,try set new data science project jupyter conda dont know where start,4
so i want to create a new data science project using jupyter conda and spring and make it work with grafana,scaffold,21,,spring,,,spring,,,spring,,,spring,,,spring,,want create new data science project use jupyter conda spring make work grafana,4
um so i need to set up a new data science project with jupyter and conda and i have no idea how to do it,scaffold,25,,,,,,,,,,,,,,,,need set new data science project jupyter conda no idea how,4
i think i need to create a new project with jupyter and conda and maybe use fastapi and see how it goes,scaffold,22,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,think need create new project jupyter conda maybe use fastapi see how go,4
so like i am trying to set up a new data science project with jupyter and conda and stuff but its not working out,scaffold,24,,,,,,,,,,,,,,,,try set new data science project jupyter conda stuff not work,4
okay so i am trying to create a new data science project with jupyter and conda and stuff and things and maybe use grafana or something,scaffold,26,,grafana,,,grafana,,,grafana,,,,,,,,try create new data science project jupyter conda stuff thing maybe use grafana something,4
create a terraform project structure for aws infrastructure,scaffold,8,,terraform,,,terraform,,,terraform,,,,,,,,create terraform project structure aws infrastructure,4
setup terraform project for aws,scaffold,5,,terraform,,,terraform,,,terraform,,,,,,,,setup terraform project aws,4
create project structure with terraform for aws infrastructure,scaffold,8,,terraform,,,terraform,,,terraform,,,,,,,,create project structure terraform aws infrastructure,4
make aws infra project with terraform,scaffold,6,,terraform,,,terraform,,,terraform,,,,,,,,make aws infra project terraform,4
can you help me create a terraform project for aws infrastructure,scaffold,11,,terraform,,,terraform,,,terraform,,,,,,,,help create terraform project aws infrastructure,4
